"dato","fangst_i_kg"
"2023-05-07","38568"
"2023-05-08","651180"
"2023-05-09","10567"
"2023-05-10","5592"
"2023-05-11","8117"
"2023-05-12","8258"
"2023-05-13","1313"
"2023-05-14","518"
"2023-05-15","269408"
"2023-05-16","4355"
"2023-05-18","1410"
"2023-05-19","33923"
"2023-05-20","54"
"2023-05-21","102"
"2023-05-22","1808"
"2023-05-23","5205"
"2023-05-24","2636"
"2023-05-27","13"
"2023-05-28","1730"
"2023-05-29","454"
"2023-05-30","1103"
"2023-05-31","1914"
"2023-06-01","138"
"2023-06-02","1442"
"2023-06-03","3237"
"2023-06-04","1938"
"2023-06-05","563"
"2023-06-06","500"
"2023-06-07","1867"
"2023-06-08","796"
"2023-06-09","19886"
"2023-06-10","1509"
"2023-06-11","66"
"2023-06-12","139799"
"2023-06-13","381"
"2023-06-14","2263"
"2023-06-15","525"
"2023-06-16","256608"
"2023-06-17","581"
"2023-06-18","369"
"2023-06-19","1182"
"2023-06-20","1562"
"2023-06-21","610"
"2023-06-22","463"
"2023-06-23","1098"
"2023-06-24","90"
"2023-06-26","1540"
"2023-06-27","336"
"2023-06-28","202"
"2023-06-29","673"
"2023-06-30","290"
"2023-07-01","100"
"2023-07-03","126"
"2023-07-04","147"
"2023-07-05","227"
"2023-07-06","14"
"2023-07-07","14"
"2023-07-10","110"
"2023-07-12","1875"
"2023-07-13","36"
"2023-07-14","415549"
"2023-07-15","2"
"2023-07-17","14"
"2023-07-19","39"
"2023-07-20","17"
"2023-07-21","5"
"2023-07-22","35"
"2023-07-24","14"
"2023-07-25","39"
"2023-07-27","17"
"2023-07-28","359"
"2023-07-31","1986"
"2023-08-01","1742"
"2023-08-02","164188"
"2023-08-03","3001"
"2023-08-04","2446"
"2023-08-05","1704"
"2023-08-06","184"
"2023-08-07","1324"
"2023-08-08","1430"
"2023-08-09","1204"
"2023-08-10","1765"
"2023-08-11","1204"
"2023-08-12","714"
"2023-08-13","80"
"2023-08-14","4874"
"2023-08-15","1626"
"2023-08-16","365"
"2023-08-17","1636"
"2023-08-18","1203"
"2023-08-19","1207"
"2023-08-20","576"
"2023-08-21","3696"
"2023-08-22","2605"
"2023-08-23","2643"
"2023-08-24","2312"
"2023-08-25","990"
"2023-08-26","1545"
"2023-08-27","310"
"2023-08-28","3401"
"2023-08-29","1235"
"2023-08-30","2844"
"2023-08-31","1563"
"2023-09-01","2163"
"2023-09-02","2370"
"2023-09-03","1208"
"2023-09-04","1805"
"2023-09-05","38"
"2023-09-06","1784"
